block,model,K,mitigation,overlap_at_k,jaccard,pr_auc,roc_auc,rate_white_pct,rate_bp_pct,gap_pp,ratio,bench_gap_pp,D,zero_sum_value,tpr_white,tpr_bp,tpr_gap,tau_white,tau_bp,n_realised,n_target,white_fpr,white_fnr,bp_fpr,bp_fnr,white_net_realloc,bp_net_realloc
B3,logistic_regression,0.1,threshold_eq_opp,0.46507872426322167,0.30299842188321935,0.47219483147665786,0.8686669048143951,13.589398023360289,7.923407065037965,5.665990958322324,1.7150952755315967,11.025371098251492,-5.3593801399291685,1.1679546219056647e-13,0.46097883597883593,0.46008869179600886,0.0008901441828270684,0.3603654670242777,0.19789436473198072,2477,2477,0.06939935064935066,0.5390211640211641,0.05511479323176297,0.5399113082039911,-0.03391734052111409,0.019676460878177607
B3,gradient_boosting,0.1,threshold_eq_opp,0.47234557932983445,0.3091966173361522,0.48566312907356574,0.8714139136968493,13.937556154537287,7.718719049191153,6.218837105346134,1.8056825317405234,11.025371098251492,-4.806533992905358,5.995204332975845e-14,0.47089947089947093,0.4645232815964523,0.006376189303018642,0.39580179967900236,0.21961328469933097,2477,2477,0.07156385281385282,0.5291005291005291,0.052657445762830865,0.5354767184035477,-0.030435759209344104,0.01762958071970948
B4,logistic_regression,0.1,threshold_eq_opp,0.46628986677432377,0.3040273756251645,0.4751419053196917,0.8697905116506361,13.477088948787062,8.015846814130075,5.461242134656986,1.6813057012304784,11.025371098251492,-5.564128963594506,-1.1834977442504169e-13,0.457010582010582,0.47117516629711753,-0.014164584286535553,0.38804140686030986,0.17262209150226937,2477,2477,0.0688582251082251,0.542989417989418,0.055395632942498066,0.5288248337028825,-0.03504043126684636,0.02060085836909871
B4,gradient_boosting,0.1,threshold_eq_opp,0.4695195801372628,0.30677921392772356,0.49044354359146036,0.8733017332262772,13.802785265049417,7.771541762958072,6.031243502091345,1.7760678236123486,11.025371098251492,-4.994127596160147,5.995204332975845e-14,0.47089947089947093,0.45787139689578715,0.013028074003683776,0.42179137542212286,0.1965322143002377,2477,2477,0.06994047619047619,0.5291005291005291,0.053640384750403704,0.5421286031042128,-0.031783468104222806,0.018157807857378666
