block,model,K,mitigation,overlap_at_k,jaccard,pr_auc,roc_auc,rate_white_pct,rate_bp_pct,gap_pp,ratio,bench_gap_pp,D,zero_sum_value,white_p_g,white_q_g,white_net_realloc,white_fpr,white_fnr,bp_p_g,bp_q_g,bp_net_realloc,bp_fpr,bp_fnr
B3,logistic_regression,0.1,reweighing,0.4800161485668147,0.3158034528552457,0.4653170452351804,0.86625338241197,18.126684636118597,5.302079894354572,12.824604741764025,3.4187875319304633,11.025371098251492,1.7992336435125331,-4.085620730620576e-14,0.16981132075471697,0.18126684636118598,0.011455525606469008,0.10592532467532467,0.4503968253968254,0.05955760977220205,0.05302079894354572,-0.006536810828656328,0.033700765288211754,0.6419068736141907
B3,gradient_boosting,0.1,reweighing,0.49091643116673395,0.32530765115034777,0.47498015202910987,0.8698588745685835,17.800988319856245,5.4671508748761966,12.333837444980048,3.2559899529495513,11.025371098251492,1.3084663467285562,1.6608936448392342e-13,0.16981132075471697,0.17800988319856245,0.00819856244384548,0.09956709956709957,0.4384920634920635,0.05955760977220205,0.05467150874876197,-0.00488610102344008,0.0346837042757846,0.6297117516629712
B4,logistic_regression,0.1,reweighing,0.46265643924101735,0.3009453781512605,0.4367112960610769,0.8509848071199834,13.690476190476192,7.817761637504127,5.872714552972065,1.7512015363577864,11.025371098251492,-5.152656545279427,2.8421709430404007e-13,0.16981132075471697,0.13690476190476192,-0.03290655884995505,0.0707521645021645,0.5396825396825397,0.05955760977220205,0.07817761637504127,0.018620006602839217,0.05427227409955768,0.5443458980044346
B4,gradient_boosting,0.1,reweighing,0.4691158659668954,0.30643459915611815,0.4502531232350057,0.8587139627982977,13.757861635220126,7.731924727632881,6.025936907587244,1.779357937364721,11.025371098251492,-4.999434190664248,6.039613253960852e-14,0.16981132075471697,0.13757861635220126,-0.032232704402515716,0.06939935064935066,0.5291005291005291,0.05955760977220205,0.07731924727632881,0.017761637504126765,0.05349996489503616,0.5465631929046563
